id,od_num,org_lon,org_lat,des_lon,des_lat,pickup_time,distance,drive_time,org_sta,org_dis,org_time,des_sta,des_dis,des_time,alone_cost,alone_time,departure,Tmax,arrival
1,3,104.108977,30.687676,104.04279,30.71717,29318,9265,1323,50.0,1006.0,1006.0,92.0,1105.0,1105.0,22.8035,1323.0,28118,1984.5,31302.5
2,17,104.14791,30.67691,104.12844,30.63596,31052,6395,913,184.0,597.0,597.0,210.0,1162.0,1162.0,17.3505,913.0,29852,1369.5,32421.5
3,18,104.08621,30.68946,104.14003,30.66913,28343,7307,1043,120.0,1034.0,1034.0,121.0,668.0,668.0,19.0833,1043.0,27143,1564.5,29907.5
4,25,104.0628,30.68359,104.1127,30.67201,31735,6425,917,243.0,648.0,648.0,176.0,1398.0,1398.0,17.4075,917.0,30535,1375.5,33110.5
5,26,104.110832,30.67185,104.06914,30.70437,33104,6997,999,88.0,1495.0,1495.0,168.0,635.0,635.0,18.494300000000003,999.0,31904,1498.5,34602.5
6,29,103.94415,30.76545,104.10793,30.64821,27426,26487,3783,63.0,1046.0,1046.0,203.0,688.0,688.0,55.5253,3783.0,26226,5583.0,33009.0
7,55,104.11553,30.71495,104.075698,30.695897,31334,5665,809,38.0,1550.0,1550.0,85.0,211.0,211.0,15.9635,809.0,30134,1213.5,32547.5
8,67,104.08314,30.68507,104.0885,30.72581,31172,5926,846,124.0,394.0,394.0,231.0,1197.0,1197.0,16.4594,846.0,29972,1269.0,32441.0
9,68,104.08314,30.68507,104.0885,30.72581,31172,5926,846,124.0,394.0,394.0,231.0,1197.0,1197.0,16.4594,846.0,29972,1269.0,32441.0
10,75,104.11226,30.71258,104.01565,30.69768,28151,12199,1742,38.0,1143.0,1143.0,263.0,659.0,659.0,28.3781,1742.0,26951,2613.0,30764.0
11,78,104.04066,30.663120000000006,104.07984,30.6166,31318,8304,1186,281.0,431.0,431.0,33.0,1160.0,1160.0,20.977600000000002,1186.0,30118,1779.0,33097.0
12,91,103.98962,30.56782,104.07034,30.66035,27947,16725,2389,283.0,2315.0,2315.0,215.0,707.0,707.0,36.9775,2389.0,26747,3583.5,31530.5
13,96,104.099068,30.672592,104.08425,30.63516,29890,5716,816,88.0,228.0,228.0,147.0,1084.0,1084.0,16.0604,816.0,28690,1224.0,31114.0
14,114,104.17952,30.6911,104.06434,30.70836,31068,14532,2076,184.0,4699.0,4699.0,238.0,144.0,144.0,32.8108,2076.0,29868,3114.0,34182.0
15,115,104.04895,30.7546,104.08236,30.70402,27468,8407,1201,79.0,1377.0,1377.0,180.0,163.0,163.0,21.173299999999998,1201.0,26268,1801.5,29269.5
16,118,104.17952,30.6911,104.06434,30.70836,31068,14532,2076,184.0,4699.0,4699.0,238.0,144.0,144.0,32.8108,2076.0,29868,3114.0,34182.0
17,128,104.14965,30.65571,104.07822,30.665340000000004,32253,8990,1284,197.0,1601.0,1601.0,213.0,220.0,220.0,22.281,1284.0,31053,1926.0,34179.0
18,129,104.06362,30.70434,104.04642,30.74765,32959,6615,945,238.0,454.0,454.0,136.0,1755.0,1755.0,17.7685,945.0,31759,1417.5,34376.5
19,134,104.185308,30.65487000000001,104.07318,30.70213,31404,15523,2217,13.0,1289.0,1289.0,168.0,858.0,858.0,34.6937,2217.0,30204,3325.5,34729.5
20,136,104.15349,30.68222,104.07887,30.67895,27440,9288,1326,184.0,1219.0,1219.0,124.0,741.0,741.0,22.8472,1326.0,26240,1989.0,29429.0
21,154,104.06378,30.76477,103.999585,30.692358,30927,13160,1880,186.0,818.0,818.0,263.0,1640.0,1640.0,30.204,1880.0,29727,2820.0,33747.0
22,161,104.04887,30.65345,104.054432,30.594313,27001,8576,1225,181.0,1009.0,1009.0,188.0,464.0,464.0,21.4944,1225.0,25801,1837.5,28838.5
23,163,104.1707,30.714170000000006,104.10944,30.71198,29774,7619,1088,184.0,5994.0,5994.0,38.0,818.0,818.0,19.676099999999998,1088.0,28574,1632.0,31406.0
24,165,104.04163,30.7463,104.07657,30.69025,27810,9192,1313,136.0,2246.0,2246.0,85.0,823.0,823.0,22.6648,1313.0,26610,1969.5,29779.5
25,176,104.09199,30.68441,104.05007,30.65165,31876,7042,1006,157.0,776.0,776.0,181.0,1131.0,1131.0,18.5798,1006.0,30676,1509.0,33385.0
26,177,104.09199,30.68441,104.05007,30.65165,31876,7042,1006,157.0,776.0,776.0,181.0,1131.0,1131.0,18.5798,1006.0,30676,1509.0,33385.0
27,185,104.153076,30.682282,104.08771,30.65995,27069,8744,1249,184.0,1173.0,1173.0,191.0,488.0,488.0,21.8136,1249.0,25869,1873.5,28942.5
28,186,104.11235,30.7153,104.11935,30.62118,32531,13633,1947,38.0,1168.0,1168.0,183.0,976.0,976.0,31.1027,1947.0,31331,2920.5,35451.5
29,189,104.12285,30.65243,104.061584,30.711246000000006,29730,11414,1630,228.0,1041.0,1041.0,48.0,523.0,523.0,26.8866,1630.0,28530,2445.0,32175.0
30,190,104.0278,30.75611,104.07687,30.72265,31740,7782,1111,260.0,3743.0,3743.0,231.0,1436.0,1436.0,19.985799999999998,1111.0,30540,1666.5,33406.5
31,200,104.07753,30.72009000000001,104.03799,30.67638,28924,8004,1143,231.0,1212.0,1212.0,49.0,529.0,529.0,20.407600000000002,1143.0,27724,1714.5,30638.5
32,202,104.11956,30.708140000000004,104.109126,30.587804,28550,17443,2491,38.0,2190.0,2190.0,128.0,2268.0,2268.0,38.3417,2491.0,27350,3736.5,32286.5
33,207,104.08895,30.66867,104.17412,30.62244,32654,12524,1789,66.0,415.0,415.0,84.0,3123.0,3123.0,28.9956,1789.0,31454,2683.5,35337.5
34,211,104.113837,30.744285,104.10604,30.70303,30946,6041,863,114.0,78.0,78.0,277.0,1145.0,1145.0,16.6779,863.0,29746,1294.5,32240.5
35,223,104.04934,30.75484,104.083284,30.705019,32402,8345,1192,79.0,1339.0,1339.0,180.0,61.0,61.0,21.055500000000002,1192.0,31202,1788.0,34190.0
36,229,104.07765,30.6745,104.14162,30.62869,27116,10350,1478,234.0,1228.0,1228.0,14.0,182.0,182.0,24.865000000000002,1478.0,25916,2217.0,29333.0
37,234,104.01546,30.65728,104.0423,30.70615,29479,7812,1116,36.0,1070.0,1070.0,257.0,598.0,598.0,20.0428,1116.0,28279,1674.0,31153.0
38,236,103.98944,30.66689,104.05902,30.6606,31366,8699,1242,162.0,1807.0,1807.0,166.0,334.0,334.0,21.728099999999998,1242.0,30166,1863.0,33229.0
39,240,104.1152,30.61952,104.07848,30.65816,30315,7214,1030,183.0,1245.0,1245.0,22.0,715.0,715.0,18.906599999999997,1030.0,29115,1545.0,31860.0
40,244,104.0634,30.709190000000003,104.04243,30.74444,30676,5723,817,238.0,298.0,298.0,136.0,2093.0,2093.0,16.0737,817.0,29476,1225.5,31901.5
41,253,104.11938,30.6221,104.08479,30.6578,29398,6718,959,183.0,1081.0,1081.0,191.0,449.0,449.0,17.964199999999998,959.0,28198,1438.5,30836.5
42,260,104.10857,30.67535,104.11582,30.61838,32203,8284,1183,88.0,1361.0,1361.0,183.0,1113.0,1113.0,20.9396,1183.0,31003,1774.5,33977.5
43,276,104.043968,30.765051,104.03544,30.70758,27849,8374,1196,186.0,2080.0,2080.0,92.0,584.0,584.0,21.110599999999998,1196.0,26649,1794.0,29643.0
44,279,104.094987,30.710595,104.17818,30.69358,30311,10628,1518,38.0,1105.0,1105.0,184.0,4687.0,4687.0,25.3932,1518.0,29111,2277.0,32588.0
45,281,104.15947,30.683390000000006,104.10596,30.70632,33036,7431,1061,184.0,1979.0,1979.0,38.0,1115.0,1115.0,19.3189,1061.0,31836,1591.5,34627.5
46,287,104.044812,30.701525,103.96773,30.7479,31363,11691,1670,257.0,143.0,143.0,221.0,1087.0,1087.0,27.4129,1670.0,30163,2505.0,33868.0
47,296,104.06387,30.672826,104.00347,30.66721,28334,7553,1079,234.0,519.0,519.0,233.0,1038.0,1038.0,19.5507,1079.0,27134,1618.5,29952.5
48,297,104.06387,30.672826,104.00347,30.66721,28334,7553,1079,234.0,519.0,519.0,233.0,1038.0,1038.0,19.5507,1079.0,27134,1618.5,29952.5
49,300,104.16654,30.71603,104.07736,30.66157,30478,13596,1942,184.0,5963.0,5963.0,213.0,472.0,472.0,31.0324,1942.0,29278,2913.0,33391.0
50,302,104.08648,30.60674,104.05217,30.667,30909,9699,1385,173.0,1185.0,1185.0,117.0,298.0,298.0,23.6281,1385.0,29709,2077.5,32986.5
51,309,104.14781,30.69029,104.05189,30.6415,29065,13855,1979,184.0,1619.0,1619.0,266.0,1014.0,1014.0,31.5245,1979.0,27865,2968.5,32033.5
52,314,103.98944,30.66686,104.06611,30.63917,31543,10340,1477,153.0,1808.0,1808.0,75.0,528.0,528.0,24.846,1477.0,30343,2215.5,33758.5
53,316,104.12577,30.66952,104.16573,30.68305,29307,5339,762,34.0,432.0,432.0,184.0,2725.0,2725.0,15.344100000000001,762.0,28107,1143.0,30450.0
54,323,104.076523,30.672668,104.00904,30.62677,31798,10698,1528,234.0,1055.0,1055.0,19.0,640.0,640.0,25.5262,1528.0,30598,2292.0,34090.0
55,325,104.11883,30.64677,104.05924,30.67661,28314,8573,1224,227.0,369.0,369.0,234.0,1242.0,1242.0,21.4887,1224.0,27114,1836.0,30150.0
56,344,104.085572,30.693575,104.06006,30.64187,28251,8119,1159,208.0,1003.0,1003.0,75.0,785.0,785.0,20.6261,1159.0,27051,1738.5,29989.5
57,348,103.998932,30.684275,104.05131,30.701940000000004,31000,6993,999,162.0,1109.0,1109.0,257.0,896.0,896.0,18.4867,999.0,29800,1498.5,32498.5
58,358,104.02687,30.6446,104.08828,30.66433,29013,8151,1164,64.0,1478.0,1478.0,191.0,744.0,744.0,20.6869,1164.0,27813,1746.0,30759.0
59,369,103.97035,30.60838,104.04865,30.68345,27898,14580,2082,198.0,1104.0,1104.0,69.0,100.0,100.0,32.902,2082.0,26698,3123.0,31021.0
60,375,104.087212,30.654256,104.183066,30.569679,32133,17078,2439,35.0,876.0,876.0,28.0,3991.0,3991.0,37.6482,2439.0,30933,3658.5,35791.5
61,377,104.046535,30.763259,104.04279,30.71717,31181,6678,954,186.0,1699.0,1699.0,92.0,1105.0,1105.0,17.888199999999998,954.0,29981,1431.0,32612.0
62,378,104.05412,30.616940000000003,104.082564,30.674727,31983,9071,1295,178.0,1245.0,1245.0,124.0,1105.0,1105.0,22.4349,1295.0,30783,1942.5,33925.5
63,381,104.08487,30.75436,104.07204,30.6821,30728,10566,1509,110.0,2502.0,2502.0,165.0,414.0,414.0,25.2754,1509.0,29528,2263.5,32991.5
64,382,104.08487,30.75436,104.07204,30.6821,30728,10566,1509,110.0,2502.0,2502.0,165.0,414.0,414.0,25.2754,1509.0,29528,2263.5,32991.5
65,383,103.995857,30.709299,104.06152,30.642740000000003,27102,12618,1802,101.0,1784.0,1784.0,75.0,591.0,591.0,29.1742,1802.0,25902,2703.0,29805.0
66,387,104.168289,30.712143,104.06317,30.694340000000004,31827,13316,1902,184.0,5585.0,5585.0,7.0,380.0,380.0,30.5004,1902.0,30627,2853.0,34680.0
67,393,103.97373,30.67193,104.05413,30.67197,27649,9996,1428,279.0,1217.0,1217.0,117.0,1044.0,1044.0,24.1924,1428.0,26449,2142.0,29791.0
68,394,104.07799,30.67443,104.08246,30.72051,31896,6684,954,234.0,1267.0,1267.0,231.0,686.0,686.0,17.8996,954.0,30696,1431.0,33327.0
69,400,104.167606,30.695847,104.07434,30.69469,27647,11594,1656,184.0,3746.0,3746.0,85.0,124.0,124.0,27.2286,1656.0,26447,2484.0,30131.0
70,406,104.06926,30.76084,104.013555,30.713158,30480,9767,1395,186.0,1181.0,1181.0,270.0,3.0,3.0,23.7573,1395.0,29280,2092.5,32572.5
71,410,104.065742,30.694691,103.99647,30.639640000000004,31600,11726,1675,7.0,144.0,144.0,241.0,1871.0,1871.0,27.4794,1675.0,30400,2512.5,34112.5
72,417,104.05256,30.70266,104.07042,30.65607,30890,7091,1013,257.0,1051.0,1051.0,215.0,614.0,614.0,18.6729,1013.0,29690,1519.5,32409.5
73,421,104.03101,30.623890000000006,104.07924,30.65347,30321,7366,1052,116.0,1039.0,1039.0,22.0,97.0,97.0,19.1954,1052.0,29121,1578.0,31899.0
74,425,104.01726,30.65517,104.07267,30.66023,27073,6928,989,134.0,1222.0,1222.0,213.0,816.0,816.0,18.3632,989.0,25873,1483.5,28556.5
75,438,104.052162,30.672609,104.14162,30.62869,28880,12808,1829,117.0,1060.0,1060.0,14.0,182.0,182.0,29.5352,1829.0,27680,2743.5,31623.5
76,439,104.15662,30.63817,104.10214,30.6838,31240,9455,1350,118.0,1591.0,1591.0,120.0,1244.0,1244.0,23.1645,1350.0,30040,2025.0,33265.0
77,443,104.11872,30.67828,104.07592,30.65328,32620,6432,918,42.0,1021.0,1021.0,22.0,509.0,509.0,17.4208,918.0,31420,1377.0,33997.0
78,446,104.155949,30.6369,104.06646,30.67151,27170,12201,1743,118.0,1787.0,1787.0,234.0,245.0,245.0,28.3819,1743.0,25970,2614.5,29784.5
79,448,104.155949,30.6369,104.06646,30.67151,27170,12201,1743,118.0,1787.0,1787.0,234.0,245.0,245.0,28.3819,1743.0,25970,2614.5,29784.5
80,449,104.089516,30.658136,104.12844,30.63596,31568,5805,829,191.0,797.0,797.0,210.0,1162.0,1162.0,16.2295,829.0,30368,1243.5,32811.5
81,450,104.114579,30.680532,104.048001,30.64606,28754,9662,1380,1.0,1046.0,1046.0,52.0,1103.0,1103.0,23.5578,1380.0,27554,2070.0,30824.0
82,457,104.033012,30.7523,104.01371,30.70523,29543,7214,1030,79.0,3317.0,3317.0,11.0,109.0,109.0,18.906599999999997,1030.0,28343,1545.0,31088.0
83,470,104.07328,30.70271,104.11494,30.71585,28960,5515,787,168.0,895.0,895.0,38.0,1500.0,1500.0,15.6785,787.0,27760,1180.5,30140.5
84,486,104.05485,30.6746,104.06947,30.62476,28819,7430,1061,117.0,1429.0,1429.0,150.0,321.0,321.0,19.317,1061.0,27619,1591.5,30410.5
85,493,104.12412,30.657190000000003,104.11523,30.61962,30610,5542,791,176.0,1174.0,1174.0,183.0,1248.0,1248.0,15.729800000000001,791.0,29410,1186.5,31796.5
86,495,104.036301,30.65640800000001,104.07748,30.67441,32450,5743,820,161.0,761.0,761.0,234.0,1205.0,1205.0,16.1117,820.0,31250,1230.0,33680.0
87,500,104.04846,30.57521,104.04999,30.64545,27565,10155,1450,102.0,292.0,292.0,52.0,1211.0,1211.0,24.494500000000002,1450.0,26365,2175.0,29740.0
88,501,104.078865,30.667616,103.97345,30.63143,30794,14114,2016,213.0,500.0,500.0,2.0,1871.0,1871.0,32.0166,2016.0,29594,3024.0,33818.0
89,504,104.071799,30.6567,104.22506,30.82277,27155,30641,4377,215.0,759.0,759.0,17.0,3865.0,3865.0,63.4179,4377.0,25955,6177.0,33332.0
90,507,104.096002,30.662412,104.02362,30.70772,32244,11129,1589,252.0,792.0,792.0,11.0,1259.0,1259.0,26.3451,1589.0,31044,2383.5,34627.5
91,508,104.077827,30.702499,104.16373,30.77921,27959,15390,2198,180.0,766.0,766.0,107.0,2937.0,2937.0,34.441,2198.0,26759,3297.0,31256.0
92,509,104.10042,30.68334,104.15585,30.63417,29517,9900,1414,120.0,1141.0,1141.0,18.0,1709.0,1709.0,24.009999999999998,1414.0,28317,2121.0,31638.0
93,515,104.137062,30.793913,104.05267,30.64285,28444,24224,3460,171.0,1352.0,1352.0,266.0,1210.0,1210.0,51.2256,3460.0,27244,5190.0,33634.0
94,519,104.11495,30.71593,104.09662,30.66205,31853,8115,1159,38.0,1504.0,1504.0,252.0,714.0,714.0,20.618499999999997,1159.0,30653,1738.5,33591.5
95,522,104.06203,30.723090000000006,104.09197,30.75307,31627,5711,815,39.0,496.0,496.0,110.0,2904.0,2904.0,16.0509,815.0,30427,1222.5,32849.5
96,524,104.16751,30.71853,104.03895,30.69087,31670,16471,2353,184.0,6339.0,6339.0,72.0,864.0,864.0,36.4949,2353.0,30470,3529.5,35199.5
97,526,104.01273,30.70835,104.04955,30.67251,31308,6912,987,11.0,362.0,362.0,117.0,1040.0,1040.0,18.3328,987.0,30108,1480.5,32788.5
98,536,104.12617,30.60299,104.06157,30.66357,29946,11884,1697,206.0,1560.0,1560.0,140.0,659.0,659.0,27.7796,1697.0,28746,2545.5,32491.5
99,540,104.11097,30.711027,104.10095,30.66255,32451,7117,1016,38.0,1044.0,1044.0,252.0,189.0,189.0,18.7223,1016.0,31251,1524.0,33975.0
100,541,103.99993,30.66383,104.07077,30.65649,28984,8872,1267,36.0,1082.0,1082.0,215.0,639.0,639.0,22.056800000000003,1267.0,27784,1900.5,30884.5
101,542,104.07405,30.65436,104.11249,30.702690000000004,31110,8464,1209,22.0,755.0,755.0,50.0,1356.0,1356.0,21.281599999999997,1209.0,29910,1813.5,32923.5
102,546,104.025488,30.749338,103.9888,30.6485,30826,15273,2181,260.0,2727.0,2727.0,87.0,1374.0,1374.0,34.2187,2181.0,29626,3271.5,34097.5
103,547,103.99061,30.66973,104.05172,30.66456,28902,7634,1090,162.0,1404.0,1404.0,117.0,175.0,175.0,19.7046,1090.0,27702,1635.0,30537.0
104,557,104.06648,30.6716,104.11309,30.7029,31328,7351,1050,234.0,235.0,235.0,50.0,1419.0,1419.0,19.1669,1050.0,30128,1575.0,32903.0
105,559,104.06648,30.6716,104.11309,30.7029,31328,7351,1050,234.0,235.0,235.0,50.0,1419.0,1419.0,19.1669,1050.0,30128,1575.0,32903.0
106,567,104.09394,30.71031,104.05316,30.706570000000006,29288,5097,728,277.0,1126.0,1126.0,257.0,1281.0,1281.0,14.8843,728.0,28088,1092.0,30380.0
107,569,104.07538,30.75271,104.08242,30.703940000000006,33215,7103,1014,79.0,1946.0,1946.0,180.0,164.0,164.0,18.695700000000002,1014.0,32015,1521.0,34736.0
108,574,104.044578,30.761716,104.04428,30.70278,28191,8519,1217,186.0,1898.0,1898.0,257.0,70.0,70.0,21.3861,1217.0,26991,1825.5,30016.5
109,590,104.03505,30.63605,104.10976,30.67125,28443,10592,1513,64.0,672.0,672.0,88.0,1357.0,1357.0,25.3248,1513.0,27243,2269.5,30712.5
110,599,104.17037,30.62044,104.1192,30.67091,30663,9681,1383,84.0,2576.0,2576.0,176.0,974.0,974.0,23.593899999999998,1383.0,29463,2074.5,32737.5
111,602,104.185364,30.712473,104.04109,30.690620000000006,27246,18208,2601,184.0,6990.0,6990.0,72.0,868.0,868.0,39.7952,2601.0,26046,3901.5,31147.5
112,615,104.03551,30.5489,104.06268,30.66451,29766,17050,2435,29.0,1340.0,1340.0,140.0,466.0,466.0,37.595,2435.0,28566,3652.5,33418.5
113,621,104.110123,30.666323,104.11912,30.70485,31563,5680,811,252.0,1143.0,1143.0,50.0,2106.0,2106.0,15.992,811.0,30363,1216.5,32779.5
114,639,104.05668,30.7667,104.04934,30.71396,32110,7678,1096,186.0,1004.0,1004.0,48.0,1305.0,1305.0,19.7882,1096.0,30910,1644.0,33754.0
115,643,103.919693,30.747046,104.09247,30.71315,29683,22020,3145,63.0,3891.0,3891.0,231.0,952.0,952.0,47.038,3145.0,28483,4717.5,34400.5
116,646,104.03432,30.74213,104.06956,30.67886,27691,10140,1448,260.0,2286.0,2286.0,234.0,933.0,933.0,24.466,1448.0,26491,2172.0,29863.0
117,652,104.1035,30.68366,104.10138,30.61093,29283,10516,1502,120.0,1389.0,1389.0,127.0,565.0,565.0,25.1804,1502.0,28083,2253.0,31536.0
118,653,103.972618,30.737070000000006,104.03886,30.68921,30814,10753,1536,4.0,1015.0,1015.0,72.0,1099.0,1099.0,25.6307,1536.0,29614,2304.0,33118.0
119,657,104.04315,30.70797,104.00258,30.70208,29191,5113,730,257.0,826.0,826.0,11.0,1492.0,1492.0,14.9147,730.0,27991,1095.0,30286.0
120,660,104.089035,30.650497,104.0167,30.72473,28485,14000,2000,35.0,396.0,396.0,260.0,1058.0,1058.0,31.8,2000.0,27285,3000.0,31485.0
121,666,104.0687,30.76187,104.05893,30.67425,30922,12723,1817,186.0,1133.0,1133.0,234.0,1158.0,1158.0,29.3737,1817.0,29722,2725.5,33647.5
122,670,104.047302,30.751232,104.07429,30.70975,32663,6870,981,79.0,1550.0,1550.0,238.0,1257.0,1257.0,18.253,981.0,31463,1471.5,34134.5
123,675,103.98944,30.664890000000003,104.05922,30.67672,30572,8842,1263,153.0,1672.0,1672.0,234.0,1251.0,1251.0,21.9998,1263.0,29372,1894.5,32466.5
124,679,104.171959,30.698139,104.07725,30.722790000000003,31165,12298,1756,184.0,4376.0,4376.0,231.0,1406.0,1406.0,28.5662,1756.0,29965,2634.0,33799.0
125,686,103.99104,30.67993,104.07078,30.65341,28405,10629,1518,162.0,1054.0,1054.0,106.0,762.0,762.0,25.3951,1518.0,27205,2277.0,30682.0
126,688,104.04831,30.76649,104.04934,30.71396,28572,7594,1084,186.0,1682.0,1682.0,48.0,1305.0,1305.0,19.6286,1084.0,27372,1626.0,30198.0
127,691,104.082115,30.674999,104.03128,30.68295,32285,6423,917,124.0,1073.0,1073.0,195.0,277.0,277.0,17.4037,917.0,31085,1375.5,33660.5
128,706,104.10338,30.68091,104.11232,30.61921,32730,8987,1283,157.0,1425.0,1425.0,109.0,1100.0,1100.0,22.2753,1283.0,31530,1924.5,34654.5
129,708,104.1107,30.66891,104.05719,30.76612,28480,15546,2220,176.0,1269.0,1269.0,186.0,903.0,903.0,34.7374,2220.0,27280,3330.0,31810.0
130,711,104.037095,30.695298,104.08021,30.68969,28305,5420,774,72.0,502.0,502.0,124.0,1130.0,1130.0,15.498000000000001,774.0,27105,1161.0,29466.0
131,727,104.047928,30.71687,104.113982,30.69021,27883,9069,1295,39.0,1473.0,1473.0,1.0,674.0,674.0,22.4311,1295.0,26683,1942.5,29825.5
132,747,104.1142,30.7112,104.10437,30.65472,29269,8255,1179,38.0,1419.0,1419.0,275.0,654.0,654.0,20.8845,1179.0,28069,1768.5,31037.5
133,754,104.05643,30.52914,104.08222,30.65607,28628,18626,2660,156.0,1590.0,1590.0,22.0,474.0,474.0,40.5894,2660.0,27428,3990.0,32618.0
134,759,103.99391,30.64676,104.05563,30.67124,31591,8451,1207,134.0,1931.0,1931.0,117.0,1047.0,1047.0,21.2569,1207.0,30391,1810.5,33401.5
135,768,104.155022,30.74081,104.08303,30.67451,31522,13111,1873,114.0,5107.0,5107.0,66.0,1047.0,1047.0,30.1109,1873.0,30322,2809.5,34331.5
136,774,104.083008,30.689653000000003,104.10383,30.65142,27561,6103,871,124.0,1056.0,1056.0,275.0,633.0,633.0,16.7957,871.0,26361,1306.5,28867.5
137,782,104.08306,30.6745,104.06885,30.63362,31879,6167,881,66.0,1043.0,1043.0,182.0,281.0,281.0,16.9173,881.0,30679,1321.5,33200.5
138,785,104.04263,30.712,104.05417,30.77058,30622,8588,1226,92.0,713.0,713.0,26.0,1366.0,1366.0,21.517200000000003,1226.0,29422,1839.0,32461.0
139,786,103.975089,30.73617,104.05334,30.70606,27219,10653,1521,4.0,692.0,692.0,257.0,1268.0,1268.0,25.4407,1521.0,26019,2281.5,29500.5
140,791,104.07387,30.66587,104.1652,30.706,31542,12749,1821,213.0,372.0,372.0,184.0,4632.0,4632.0,29.4231,1821.0,30342,2731.5,34273.5
141,799,104.094398,30.68358,104.17032,30.62019,28288,13156,1879,157.0,714.0,714.0,84.0,2553.0,2553.0,30.1964,1879.0,27088,2818.5,31106.5
142,801,104.0442,30.7362,104.09309,30.68953,33021,9079,1297,164.0,1952.0,1952.0,120.0,179.0,179.0,22.4501,1297.0,31821,1945.5,34966.5
143,803,104.17695,30.56832,104.10459,30.65483,30153,15408,2201,16.0,4208.0,4208.0,275.0,685.0,685.0,34.4752,2201.0,28953,3301.5,33454.5
144,810,104.152176,30.63055,104.1215,30.659640000000003,31161,5677,811,18.0,1016.0,1016.0,176.0,710.0,710.0,15.9863,811.0,29961,1216.5,32377.5
145,818,104.11273,30.67196,104.04406,30.666190000000004,31442,8578,1225,176.0,1390.0,1390.0,281.0,428.0,428.0,21.4982,1225.0,30242,1837.5,33279.5
146,824,104.064201,30.7089,104.10167,30.7686,30939,9805,1400,238.0,224.0,224.0,261.0,2056.0,2056.0,23.8295,1400.0,29739,2100.0,33039.0
147,830,104.050717,30.758731,104.00098,30.71187,32015,9169,1309,186.0,1146.0,1146.0,95.0,1464.0,1464.0,22.6211,1309.0,30815,1963.5,33978.5
148,833,104.15605,30.63671,104.10299,30.66674,27326,7898,1128,118.0,1802.0,1802.0,252.0,679.0,679.0,20.206200000000003,1128.0,26126,1692.0,29018.0
149,836,104.069621,30.675932,104.13418,30.61105,28118,12346,1763,234.0,529.0,529.0,183.0,1416.0,1416.0,28.6574,1763.0,26918,2644.5,30762.5
150,844,104.070251,30.746653,104.083284,30.705019,27008,6232,890,136.0,1524.0,1524.0,180.0,61.0,61.0,17.0408,890.0,25808,1335.0,28343.0
151,854,104.049179,30.665159000000006,104.11524,30.61895,30253,10588,1512,117.0,189.0,189.0,183.0,1209.0,1209.0,25.3172,1512.0,29053,2268.0,32521.0
152,855,104.0357,30.7461,104.04584,30.70328,32072,6316,902,260.0,2831.0,2831.0,257.0,256.0,256.0,17.200400000000002,902.0,30872,1353.0,33425.0
153,864,104.070396,30.76605,104.06418,30.7285,28097,5482,783,40.0,1002.0,1002.0,164.0,770.0,770.0,15.6158,783.0,26897,1174.5,29271.5
154,876,104.14199,30.63642,104.08059,30.674090000000003,28009,9378,1339,272.0,397.0,397.0,124.0,1241.0,1241.0,23.0182,1339.0,26809,2008.5,30017.5
155,890,104.14452,30.80831,104.04128,30.65313,29413,25840,3691,225.0,1857.0,1857.0,181.0,191.0,191.0,54.296,3691.0,28213,5491.0,34904.0
156,891,104.14452,30.80831,104.04128,30.65313,29413,25840,3691,225.0,1857.0,1857.0,181.0,191.0,191.0,54.296,3691.0,28213,5491.0,34904.0
157,892,104.068802,30.76137,104.11027,30.72471,29941,7390,1055,186.0,1133.0,1133.0,262.0,301.0,301.0,19.241,1055.0,28741,1582.5,31523.5
158,901,104.07719,30.67081,104.18442,30.68569,28934,13503,1929,213.0,876.0,876.0,184.0,5079.0,5079.0,30.8557,1929.0,27734,2893.5,31827.5
159,906,104.00737,30.72221,104.04817,30.72577,33008,5096,728,95.0,228.0,228.0,39.0,1419.0,1419.0,14.8824,728.0,31808,1092.0,34100.0
160,911,104.06605,30.82442,104.06316,30.6939,31010,18870,2695,5.0,3728.0,3728.0,7.0,372.0,372.0,41.053,2695.0,29810,4042.5,35052.5
161,915,103.967789,30.65564,104.0736,30.69725,30820,14464,2066,153.0,1336.0,1336.0,85.0,256.0,256.0,32.6816,2066.0,29620,3099.0,33919.0
162,918,104.0159,30.65867,104.06986,30.65972,31580,6711,958,36.0,1041.0,1041.0,215.0,607.0,607.0,17.9509,958.0,30380,1437.0,33017.0
163,919,104.10498,30.68699,104.08249,30.65465,30312,5447,778,50.0,1117.0,1117.0,22.0,357.0,357.0,15.549299999999999,778.0,29112,1167.0,31479.0
164,920,104.13945,30.68851,104.09479,30.6888,27183,5551,793,184.0,1426.0,1426.0,120.0,91.0,91.0,15.7469,793.0,25983,1189.5,28372.5
165,921,104.0949,30.68338,104.04377,30.71717,28294,8015,1145,157.0,716.0,716.0,92.0,1189.0,1189.0,20.4285,1145.0,27094,1717.5,30011.5
166,923,104.04096,30.70079,104.01867,30.66213,31322,6237,891,257.0,449.0,449.0,247.0,1219.0,1219.0,17.0503,891.0,30122,1336.5,32658.5
167,925,104.041008,30.74028,104.05111,30.68395,30508,8238,1176,136.0,2265.0,2265.0,69.0,412.0,412.0,20.8522,1176.0,29308,1764.0,32272.0
168,933,104.1069,30.71422,104.1627,30.7868,29969,12574,1796,38.0,474.0,474.0,107.0,1931.0,1931.0,29.0906,1796.0,28769,2694.0,32663.0
